combination,train_RMSE,test_RMSE,train_R2,test_R2,train_std_diff,test_std_diff,colsample_bytree,learning_rate,max_depth,alpha,n_estimators
179,18.311146319725466,19.08299755625897,0.022284059802757827,-0.33672988308224294,0.9887951962854806,1.156170352103116,0.3,0.001,10,100,50
180,18.10020376650324,18.982193694792723,0.044680686455995544,-0.32264492195901706,0.9774043756521681,1.1500630078213179,0.3,0.001,10,100,100
181,17.622796217624835,18.89940216945199,0.09441072949363527,-0.31113255516352734,0.951624542824724,1.1450469663570693,0.3,0.01,3,1,10
182,14.311884948393258,17.527907148742077,0.40272367217710736,-0.12774418265987997,0.7728365466402923,1.0619530039789329,0.3,0.01,3,1,50
183,11.156017923610557,15.949674485394684,0.6370890798656754,0.06619947090115852,0.6024208828836569,0.9663335496084369,0.3,0.01,3,1,100
184,17.714134749106126,18.927561917922215,0.08499910735309579,-0.31504259089346953,0.9565567900793472,1.1467530644796504,0.3,0.01,3,10,10
185,14.675361492246068,17.65410983337529,0.37200057585524626,-0.1440423883695663,0.7924641469143912,1.069599171825393,0.3,0.01,3,10,50
186,11.763277369250602,16.229142083087098,0.5965048631238878,0.03318897888422856,0.6352126705884511,0.9832654886223614,0.3,0.01,3,10,100
187,18.177961969665898,19.079177799644448,0.03645498076613607,-0.3361948023878152,0.9816032901502846,1.1559389267551359,0.3,0.01,3,100,10
188,16.755314910593764,18.44617616946964,0.18137157748096444,-0.24900210892716879,0.9047808698900722,1.1175876291938671,0.3,0.01,3,100,50
189,15.469292764412735,17.791756156342878,0.30221352502673016,-0.16195177338977063,0.8353361448981302,1.0779386686587369,0.3,0.01,3,100,100
190,17.456755454384044,18.92449713975454,0.11139513636817944,-0.3146167581800443,0.942658402408752,1.1465673805669008,0.3,0.01,5,1,10
191,13.693668041282208,17.632178128135504,0.45320917201470956,-0.14120166566802528,0.73945306002835,1.0682704084959134,0.3,0.01,5,1,50
192,10.2423208038256,16.169677450005,0.6941007736265319,0.04026091612386318,0.5530815729831072,0.9796627398631309,0.3,0.01,5,1,100
193,17.611872668384983,18.95329232807215,0.095533046632585,-0.3186203981519662,0.9510346751656404,1.1483119777098756,0.3,0.01,5,10,10
194,14.300875245995362,17.749193073736144,0.4036422521330668,-0.15639896657546082,0.772242026742221,1.0753599242000142,0.3,0.01,5,10,50
195,11.265512261949352,16.474191106054725,0.629930307687478,0.0037721765704411547,0.6083335370604863,0.9981121296876212,0.3,0.01,5,10,100
196,18.16798813923483,19.088545269290996,0.0375120407592211,-0.3375072108277335,0.9810647069591175,1.1565064681305217,0.3,0.01,5,100,10
197,16.710534651437385,18.49498025400952,0.18574146327459173,-0.2556199620633077,0.9023627522927841,1.1205444935669924,0.3,0.01,5,100,50
198,15.404429995367181,17.889941133674508,0.3080528966477033,-0.1748117748028608,0.8318335791204252,1.0838873441473797,0.3,0.01,5,100,100
199,17.445011282969908,18.927651506980613,0.11259036619635199,-0.31505503979806715,0.9420242214527437,1.146758492359253,0.3,0.01,8,1,10
200,13.608317531262813,17.566110205719674,0.4600040550172022,-0.13266550339806593,0.7348441637400394,1.0642675901285663,0.3,0.01,8,1,50
201,10.121338322017905,16.045314206811852,0.701284667992349,0.05496711822611444,0.5465485632655628,0.9721280171736053,0.3,0.01,8,1,100
202,17.609188307173543,18.955979631388157,0.09580873917518584,-0.31899434734433707,0.9508897206431534,1.1484747917757434,0.3,0.01,8,10,10
203,14.287145369780628,17.78582234865146,0.4047867957249651,-0.16117684723273595,0.7715006184540846,1.077579160541227,0.3,0.01,8,10,50
204,11.249993486529725,16.504950952653893,0.6309491824025635,4.8482558989704216e-05,0.6074955288703255,0.9999757584266782,0.3,0.01,8,10,100
205,18.16798813923483,19.088545269290996,0.0375120407592211,-0.3375072108277335,0.9810647069591175,1.1565064681305217,0.3,0.01,8,100,10
206,16.710534651437385,18.49498025400952,0.18574146327459173,-0.2556199620633077,0.9023627522927841,1.1205444935669924,0.3,0.01,8,100,50
207,15.404429995367181,17.889941133674508,0.3080528966477033,-0.1748117748028608,0.8318335791204252,1.0838873441473797,0.3,0.01,8,100,100
208,17.44499134789348,18.927665863052397,0.11259239434852442,-0.3150570346606316,0.9420231449659162,1.1467593621421328,0.3,0.01,10,1,10
209,13.604694639165704,17.58180433131543,0.4602915389947819,-0.13469032680756632,0.7346485288933874,1.0652184408878613,0.3,0.01,10,1,50
210,10.11920164344012,16.070558492923784,0.7014107760741526,0.05199111574385662,0.5464331834047484,0.9736574778925818,0.3,0.01,10,1,100
211,17.609188307173543,18.955979631388157,0.09580873917518584,-0.31899434734433707,0.9508897206431534,1.1484747917757434,0.3,0.01,10,10,10
212,14.287145369780628,17.78582234865146,0.4047867957249651,-0.16117684723273595,0.7715006184540846,1.077579160541227,0.3,0.01,10,10,50
213,11.249993486529725,16.504950952653893,0.6309491824025635,4.8482558989704216e-05,0.6074955288703255,0.9999757584266782,0.3,0.01,10,10,100
214,18.16798813923483,19.088545269290996,0.0375120407592211,-0.3375072108277335,0.9810647069591175,1.1565064681305217,0.3,0.01,10,100,10
215,16.710534651437385,18.49498025400952,0.18574146327459173,-0.2556199620633077,0.9023627522927841,1.1205444935669924,0.3,0.01,10,100,50
216,15.404429995367181,17.889941133674508,0.3080528966477033,-0.1748117748028608,0.8318335791204252,1.0838873441473797,0.3,0.01,10,100,100
217,11.979405516279655,17.561783511272775,0.5815417226936497,-0.13210760026038448,0.646883511388527,1.0640054512362165,0.3,0.1,3,1,10
218,2.7354570652358907,14.323560874613076,0.9781806687756206,0.24690031858479056,0.14771367988232972,0.8678131604298298,0.3,0.1,3,1,50
219,1.0164789932893874,13.96652876118001,0.9969871435105345,0.28397625014556527,0.054889493434221906,0.8461818657088053,0.3,0.1,3,1,100
220,12.444320713413296,17.47080043863588,0.5484311040197853,-0.12040767093015914,0.6719887617960696,1.0584931133125801,0.3,0.1,3,10,10
221,4.368167788215297,14.32069529820195,0.9443608798431236,0.24720161919426964,0.23587946107466937,0.8676395454367731,0.3,0.1,3,10,50
222,2.9485674641494906,14.06884258391614,0.9746484937519061,0.27344715398569575,0.15922156338917776,0.8523806931262018,0.3,0.1,3,10,100
223,16.061529914852592,18.599330484867373,0.24776168264114473,-0.2698285587707261,0.8673167341628176,1.126866699645848,0.3,0.1,3,100,10
224,11.56611554256272,16.398692895643176,0.6099173064702024,0.012882314077809598,0.6245660041419142,0.9935379640065044,0.3,0.1,3,100,50
225,10.937969856117139,16.187356903469876,0.6511368690534007,0.038161067379471225,0.5906463670815214,0.980733874514656,0.3,0.1,3,100,100
226,10.58942289337252,17.680188023765663,0.6730162165842865,-0.14742478384728752,0.5718249587205105,1.07117915581255,0.3,0.1,5,1,10
227,1.562866475394336,15.088699929083273,0.9928776160698525,0.16429286294776635,0.08439421739756535,0.9141701904198328,0.3,0.1,5,1,50
228,0.45603694844477766,14.837003098318213,0.9993935685840217,0.19194142673120562,0.024625828229286204,0.8989207825324733,0.3,0.1,5,1,100
229,11.987866733383441,17.6432759330215,0.5809503883843211,-0.14263867690876775,0.6473404140138934,1.0689427846750112,0.3,0.1,5,10,10
230,3.7339622397121506,14.3579458366893,0.9593442971650278,0.2432802151504052,0.20163259368210346,0.8698964219087205,0.3,0.1,5,10,50
231,2.6079681283545963,14.199933877094182,0.9801671015092304,0.25984425957705237,0.14082932397327505,0.8603230442240563,0.3,0.1,5,10,100
232,16.01973818490364,18.58273618881596,0.2516712032367028,-0.26756369113030476,0.8650599960484229,1.1258613107884579,0.3,0.1,5,100,10
233,11.499490708175507,16.596652514435583,0.6143983859429465,-0.011093852956909345,0.620968287480974,1.005531627029657,0.3,0.1,5,100,50
234,10.90406450663034,16.30013232080053,0.6532963180008268,0.024712344059118263,0.5888154906243324,0.9875665324123137,0.3,0.1,5,100,100
235,10.399965041537572,18.024142929238515,0.6846118376079706,-0.1925036386720984,0.5615943040950729,1.0920181494243115,0.3,0.1,8,1,10
236,1.4205587835310516,15.1313607458929,0.9941156289608538,0.15956053355443922,0.0767096541456564,0.9167548562432384,0.3,0.1,8,1,50
237,0.42834901214981325,14.87100060477892,0.9994649711890139,0.1882340134450622,0.023130689807830472,0.9009805694658114,0.3,0.1,8,1,100
238,11.73824677378203,17.484648869857892,0.5982201976916672,-0.12218458298978829,0.633861027598584,1.059332140072125,0.3,0.1,8,10,10
239,3.640729702403948,14.690042100025211,0.9613491985552199,0.20786984127575892,0.19659807080635378,0.8900169429422348,0.3,0.1,8,10,50
240,2.5508646510355684,14.573295564882146,0.9810261063988573,0.220410441587639,0.13774575710758805,0.882943689264701,0.3,0.1,8,10,100
241,16.01973818490364,18.58273618881596,0.2516712032367028,-0.26756369113030476,0.8650599960484229,1.1258613107884579,0.3,0.1,8,100,10
242,11.492810377687986,16.56671523594939,0.6148462663003023,-0.007449491777541173,0.6206075520807798,1.0037178347411893,0.3,0.1,8,100,50
243,10.900838857912666,16.25850197145191,0.65350141195856,0.029687729174954436,0.5886413067747116,0.9850442989150515,0.3,0.1,8,100,100
244,10.39995317710466,18.02414340807051,0.6846125572064587,-0.1925037020325484,0.5615936634200401,1.0920181784350242,0.3,0.1,10,1,10
245,1.4179539895458495,15.092053761351787,0.9941371888172106,0.1639213089935837,0.0765689962242511,0.9143733870834257,0.3,0.1,10,1,50
246,0.43022716644172065,14.837583167123501,0.9994602690904163,0.19187824163501876,0.023232109451871024,0.8989559268200978,0.3,0.1,10,1,100
247,11.73824677378203,17.484648869857892,0.5982201976916672,-0.12218458298978829,0.633861027598584,1.059332140072125,0.3,0.1,10,10,10
248,3.640729702403948,14.690042100025211,0.9613491985552199,0.20786984127575892,0.19659807080635378,0.8900169429422348,0.3,0.1,10,10,50
249,2.5508646510355684,14.573295564882146,0.9810261063988573,0.220410441587639,0.13774575710758805,0.882943689264701,0.3,0.1,10,10,100
250,16.01973818490364,18.58273618881596,0.2516712032367028,-0.26756369113030476,0.8650599960484229,1.1258613107884579,0.3,0.1,10,100,10
251,11.492810377687986,16.56671523594939,0.6148462663003023,-0.007449491777541173,0.6206075520807798,1.0037178347411893,0.3,0.1,10,100,50
252,10.900838857912666,16.25850197145191,0.65350141195856,0.029687729174954436,0.5886413067747116,0.9850442989150515,0.3,0.1,10,100,100
253,1.6515329181592533,21.417288829397805,0.9920465400475469,-0.6837571566665366,0.0891821728399413,1.2975966849011817,0.3,1.0,3,1,10
254,0.2799514130595162,21.567338004002067,0.9997714680329889,-0.7074325519774167,0.015117273795599935,1.3066876260137372,0.3,1.0,3,1,50
255,0.2799514130595162,21.567338004002067,0.9997714680329889,-0.7074325519774167,0.015117273795599935,1.3066876260137372,0.3,1.0,3,1,100
256,3.517198140535555,19.014605476095102,0.9639275782853465,-0.32716556672032326,0.1899274116989265,1.1520267213568975,0.3,1.0,3,10,10
257,2.459195484655061,19.019371593341578,0.9823653138300023,-0.32783097305296804,0.13279565568947546,1.152315483300024,0.3,1.0,3,10,50
258,2.459195484655061,19.019371593341578,0.9823653138300023,-0.32783097305296804,0.13279565568947546,1.152315483300024,0.3,1.0,3,10,100
259,10.365188531904925,18.143683933551188,0.6867175680166266,-0.20837410846675697,0.5597163853090004,1.0992607099622713,0.3,1.0,3,100,10
260,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,3,100,50
261,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,3,100,100
262,0.4400077077565899,22.45984558977333,0.9994354502775098,-0.8516717464403161,0.023760255101539965,1.3607614583167456,0.3,1.0,5,1,10
263,0.2199132650657796,22.452121045816245,0.9998589787749779,-0.8503982862026267,0.011875235788064995,1.3602934559140638,0.3,1.0,5,1,50
264,0.2199132650657796,22.452121045816245,0.9998589787749779,-0.8503982862026267,0.011875235788064995,1.3602934559140638,0.3,1.0,5,1,100
265,2.518197875888461,22.28015988151985,0.9815089600739691,-0.8221623697475793,0.13598176321121455,1.3498749459663215,0.3,1.0,5,10,10
266,2.2550613937223765,22.166169986916493,0.9851714607944579,-0.8035649486480554,0.12177248952674839,1.3429687072482572,0.3,1.0,5,10,50
267,2.2550613937223765,22.166169986916493,0.9851714607944579,-0.8035649486480554,0.12177248952674839,1.3429687072482572,0.3,1.0,5,10,100
268,10.365188531904925,18.143683933551188,0.6867175680166266,-0.20837410846675697,0.5597163853090004,1.0992607099622713,0.3,1.0,5,100,10
269,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,5,100,50
270,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,5,100,100
271,0.3605315175333254,21.928298383168666,0.999620974784833,-0.7650634903732121,0.0194685699312249,1.3285569202609318,0.3,1.0,8,1,10
272,0.2192554406790462,21.836415108001273,0.9998598211839524,-0.7503026520141101,0.01183971351205649,1.3229900422959011,0.3,1.0,8,1,50
273,0.2192554406790462,21.836415108001273,0.9998598211839524,-0.7503026520141101,0.01183971351205649,1.3229900422959011,0.3,1.0,8,1,100
274,2.500509241255135,22.490384718812248,0.9817678217704484,-0.8567106846854713,0.13502658341805,1.362611714570762,0.3,1.0,8,10,10
275,2.298277408785086,22.302874923387257,0.9845976663827078,-0.8258797213224247,0.12410613851575657,1.3512511688514555,0.3,1.0,8,10,50
276,2.298277408785086,22.302874923387257,0.9845976663827078,-0.8258797213224247,0.12410613851575657,1.3512511688514555,0.3,1.0,8,10,100
277,10.365188531904925,18.143683933551188,0.6867175680166266,-0.20837410846675697,0.5597163853090004,1.0992607099622713,0.3,1.0,8,100,10
278,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,8,100,50
279,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,8,100,100
280,0.33258368202821714,22.098191788772922,0.9996774600576871,-0.7925197298548807,0.017959397047588515,1.3388501521286393,0.3,1.0,10,1,10
281,0.23265362220453142,22.058565911430676,0.9998421657442336,-0.7860968982545395,0.012563210408429892,1.3364493623981941,0.3,1.0,10,1,50
282,0.23265362220453142,22.058565911430676,0.9998421657442336,-0.7860968982545395,0.012563210408429892,1.3364493623981941,0.3,1.0,10,1,100
283,2.500509241255135,22.490384718812248,0.9817678217704484,-0.8567106846854713,0.13502658341805,1.362611714570762,0.3,1.0,10,10,10
284,2.298277408785086,22.302874923387257,0.9845976663827078,-0.8258797213224247,0.12410613851575657,1.3512511688514555,0.3,1.0,10,10,50
285,2.298277408785086,22.302874923387257,0.9845976663827078,-0.8258797213224247,0.12410613851575657,1.3512511688514555,0.3,1.0,10,10,100
286,10.365188531904925,18.143683933551188,0.6867175680166266,-0.20837410846675697,0.5597163853090004,1.0992607099622713,0.3,1.0,10,100,10
287,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,10,100,50
288,10.274625885490302,18.0906959193348,0.6921680702604771,-0.20132638354972743,0.5548260355638719,1.0960503563019937,0.3,1.0,10,100,100
289,18.39442143675208,19.084954204461358,0.013370958808403444,-0.33700401655670587,0.9932920221121261,1.1562888983972412,0.5,0.001,3,1,10
290,17.912491344462747,18.805692197881545,0.06439266725450421,-0.298162664774386,0.9672679735965084,1.1393694154111678,0.5,0.001,3,1,50
291,17.320358544082694,18.444264700259726,0.12522696824165847,-0.24874326879089836,0.9352930191968407,1.1174718201327933,0.5,0.001,3,1,100
292,18.40301230442279,19.09111336955536,0.012449159896377515,-0.3378671213006643,0.9937559258206325,1.156662060111191,0.5,0.001,3,10,10
293,17.950473619021167,18.817722048531653,0.060420671363868195,-0.29982404450476774,0.9693190025147201,1.1400982608989314,0.5,0.001,3,10,50
294,17.39372662324644,18.470420383821242,0.11780029179890306,-0.252287448296892,0.9392548686065445,1.1190564991531444,0.5,0.001,3,10,100
295,18.461866354348903,19.13463408556334,0.006122553852635271,-0.3439737636563398,0.9969340229660961,1.1592988241417048,0.5,0.001,3,100,10
296,18.240453705200782,19.023357724030667,0.029818692164463645,-0.3283876121003211,0.9849778209866131,1.1525569886562317,0.5,0.001,3,100,50
297,17.968119824496966,18.875325214558274,0.058572457246308995,-0.3077940399048156,0.9702718911489144,1.1435882300482179,0.5,0.001,3,100,100
298,18.384449835672125,19.083689637389163,0.014440370487049825,-0.33682684293367515,0.9927535593051029,1.1562122828156058,0.5,0.001,5,1,10
299,17.865376332967287,18.81259602776524,0.06930802786293633,-0.29911598669370365,0.9647237802278246,1.1397876936928666,0.5,0.001,5,1,50
300,17.235764230743044,18.462571597641947,0.1337510539476292,-0.25122338501435837,0.9307249572523404,1.1185809693600004,0.5,0.001,5,1,100
301,18.395812797551514,19.095453537038658,0.013221695196700689,-0.3384754909956105,0.993367155085822,1.1569250152864752,0.5,0.001,5,10,10
302,17.918329500913718,18.822145289429212,0.06378268933219722,-0.30043518230151744,0.9675832319071072,1.1403662491943178,0.5,0.001,5,10,50
303,17.338716833938275,18.480956145957148,0.123371596981949,-0.25371649705301236,0.9362843601267998,1.119694823178625,0.5,0.001,5,10,100
304,18.45867739746237,19.13836738036657,0.00646587326943604,-0.3444982513172077,0.9967618204619215,1.1595250110787638,0.5,0.001,5,100,10
305,18.222497223819953,19.045782168636467,0.03172790648095536,-0.33152122414551477,0.9840081775671606,1.1539156052959483,0.5,0.001,5,100,50
306,17.933368613063006,18.916931188346968,0.06221046845609379,-0.31356580943521895,0.9683953384563075,1.1461089867177636,0.5,0.001,5,100,100
307,18.38381320138982,19.08394762343097,0.014508627104919625,-0.33686298741134335,0.9927191812869743,1.1562279132642246,0.5,0.001,8,1,10
308,17.861266031113143,18.816746565727055,0.06973622873686003,-0.299689286096001,0.9645018254327671,1.1400391598958348,0.5,0.001,8,1,50
309,17.22845214790716,18.46797901743464,0.13448589115967402,-0.25195642275799246,0.9303301074566629,1.1189085855234073,0.5,0.001,8,1,100
310,18.39565858350694,19.09526251858486,0.013238239661172768,-0.33844871265913956,0.9933588275838834,1.156913442163734,0.5,0.001,8,10,10
311,17.915218913093327,18.824087108432877,0.06410771219648526,-0.30070351940868556,0.9674152613038078,1.1404838970404998,0.5,0.001,8,10,50
312,17.33317522502286,18.481996318101505,0.12393186398451661,-0.2538576280276166,0.9359851152745345,1.119757843476712,0.5,0.001,8,10,100
313,18.458325204548462,19.13832135551994,0.0065037863152539455,-0.34449178469963493,0.9967428021735326,1.1595222225984436,0.5,0.001,8,100,10
314,18.22121393508752,19.047366878127278,0.031864279547636265,-0.33174281253575155,0.9839388804455101,1.154011617158056,0.5,0.001,8,100,50
315,17.93098292076035,18.920215867498968,0.06245996184483393,-0.3140220162878882,0.9682665119455314,1.1463079936421485,0.5,0.001,8,100,100
316,18.38381320138982,19.08394762343097,0.014508627104919625,-0.33686298741134335,0.9927191812869743,1.1562279132642246,0.5,0.001,10,1,10
317,17.861265498633728,18.816741509103117,0.06973628420283884,-0.29968858756514183,0.9645017966790737,1.1400388535331336,0.5,0.001,10,1,50
318,17.228451233358342,18.46796780582723,0.134485983048937,-0.25195490267399867,0.9303300580713616,1.1189079062523417,0.5,0.001,10,1,100
319,18.39565858350694,19.09526251858486,0.013238239661172768,-0.33844871265913956,0.9933588275838834,1.156913442163734,0.5,0.001,10,10,10
320,17.915169754051234,18.824087514802493,0.0641128483330261,-0.30070357556720073,0.9674126067335354,1.1404839216609768,0.5,0.001,10,10,50
321,17.333077427098768,18.481999321372953,0.12394174992892604,-0.25385803552419395,0.9359798342224441,1.1197580254341533,0.5,0.001,10,10,100
322,18.458325204548462,19.13832135551994,0.0065037863152539455,-0.34449178469963493,0.9967428021735326,1.1595222225984436,0.5,0.001,10,100,10
323,18.22121393508752,19.047366878127278,0.031864279547636265,-0.33174281253575155,0.9839388804455101,1.154011617158056,0.5,0.001,10,100,50
324,17.93098292076035,18.920215867498968,0.06245996184483393,-0.3140220162878882,0.9682665119455314,1.1463079936421485,0.5,0.001,10,100,100
325,17.317992521562008,18.408365399062358,0.12546594612678008,-0.24388697502075196,0.9351652548470885,1.115296810280004,0.5,0.01,3,1,10
326,13.421474404109983,16.28330498391021,0.4747306200590178,0.026724968555470352,0.7247547032900044,0.9865470244466452,0.5,0.01,3,1,50
327,9.949857444885781,14.42272144381526,0.7113208972415304,0.2364369586492424,0.5372886586914615,0.8738209435294839,0.5,0.01,3,1,100
328,17.401637734893068,18.484679959568595,0.11699761532913178,-0.2542217822632955,0.9396820657386562,1.1199204356842924,0.5,0.01,3,10,10
329,13.75338637368954,16.451086191503233,0.44842964363184423,0.006564619304595398,0.7426778281113257,0.9967122858154226,0.5,0.01,3,10,50
330,10.547590222870719,14.853821832745354,0.675594560444905,0.19010841162188918,0.569566009831253,0.8999397693057635,0.5,0.01,3,10,100
331,17.970844035655208,18.892395252227097,0.058286969186412185,-0.3101605356073851,0.970418997553937,1.144622442383245,0.5,0.01,3,100,10
332,16.167146977724734,18.09819845138228,0.23783605011953424,-0.20232301282872256,0.8730200168841868,1.0965049077996516,0.5,0.01,3,100,50
333,14.555037531786054,17.27209565160262,0.38225635103636924,-0.09506660872635653,0.7859666971084912,1.0464543032193792,0.5,0.01,3,100,100
334,17.222455961996506,18.40667050483206,0.13508825291973436,-0.2436579313489493,0.9300063156131068,1.115194122719874,0.5,0.01,5,1,10
335,13.044880760638708,16.358328573153813,0.503794176128654,0.01773578620919558,0.7044187844395876,0.9910924345341379,0.5,0.01,5,1,50
336,9.41865082279527,14.977526684676242,0.7413222808117155,0.17656244231086038,0.5086036956101326,0.9074346024310179,0.5,0.01,5,1,100
337,17.332178547662817,18.51039150275894,0.1240326109234835,-0.2577133661586981,0.9359312950620449,1.1214782058331307,0.5,0.01,5,10,10
338,13.501362767084865,16.535921774667322,0.468458909947599,-0.003707769349730494,0.7290686456379817,1.0018521694091052,0.5,0.01,5,10,50
339,10.150188980903277,14.845159107957109,0.6995792775041086,0.1910527910813996,0.5481064882811472,0.8994149258927163,0.5,0.01,5,10,100
340,17.93961318870803,18.92906323196808,0.06155725963953895,-0.31525121472157225,0.9687325432545669,1.1468440237109718,0.5,0.01,5,100,10
341,16.049479666128896,18.20398082065857,0.24889000086080637,-0.2164190311232319,0.8666660251441691,1.1029138820067648,0.5,0.01,5,100,50
342,14.38331912764306,17.456259499434307,0.3967464829263335,-0.11854341747929631,0.776693966162778,1.0576121299792738,0.5,0.01,5,100,100
343,17.214236219273573,18.408293791599036,0.13591364687265162,-0.24387729774460376,0.9295624525158859,1.115292471840729,0.5,0.01,8,1,10
344,13.0080678027836,16.39158695174411,0.506590833260703,0.013737611898033908,0.7024308981951869,0.9931074403617999,0.5,0.01,8,1,50
345,9.354105129916368,15.068362600032746,0.7448555516688882,0.16654416319738918,0.5051182518293234,0.9129380246230357,0.5,0.01,8,1,100
346,17.329331844612703,18.511194803713806,0.12432033173719237,-0.25782253124799004,0.935777574139714,1.1215268749557408,0.5,0.01,8,10,10
347,13.479320748364326,16.523983674087102,0.4701930570891635,-0.002259039833968579,0.7278783846981833,1.0011288827288765,0.5,0.01,8,10,50
348,10.11444936256512,14.70905211510917,0.7016911631462874,0.2058183632042646,0.5461765619776379,0.8911686915482024,0.5,0.01,8,10,100
349,17.935937475497944,18.92858970323569,0.06194178219936275,-0.31518541099502095,0.9685340560871556,1.1468153343040983,0.5,0.01,8,100,10
350,16.038656419848838,18.20497806258499,0.24990270750993482,-0.21655230936568182,0.8660815738081866,1.1029743013169806,0.5,0.01,8,100,50
351,14.367088518048892,17.437436554481145,0.39810717692121944,-0.11613248518946073,0.7758175191878439,1.056471715281323,0.5,0.01,8,100,100
352,17.214236219273573,18.408293791599036,0.13591364687265162,-0.24387729774460376,0.9295624525158859,1.115292471840729,0.5,0.01,10,1,10
353,13.008055593368253,16.39151011066621,0.5065917594912113,0.013746858749797641,0.7024302388912289,0.9931027848365959,0.5,0.01,10,1,50
354,9.357871068450738,15.084845940457216,0.7446500693237599,0.1647197247030443,0.5053216111312083,0.9139366910770984,0.5,0.01,10,1,100
355,17.329331844612703,18.511194803713806,0.12432033173719237,-0.25782253124799004,0.935777574139714,1.1215268749557408,0.5,0.01,10,10,10
356,13.478827707427804,16.524672019710916,0.4702318144922776,-0.002342544515082423,0.7278517606681475,1.0011705871204382,0.5,0.01,10,10,50
357,10.113828547022601,14.710430908996877,0.7017277818631765,0.2056694665792469,0.5461430381656655,0.8912522277227436,0.5,0.01,10,10,100
358,17.935937475497944,18.92858970323569,0.06194178219936275,-0.31518541099502095,0.9685340560871556,1.1468153343040983,0.5,0.01,10,100,10
