combination,train_RMSE,test_RMSE,train_R2,test_R2,train_std_diff,test_std_diff,colsample_bytree,learning_rate,max_depth,alpha,n_estimators
359,16.038656419848838,18.20497806258499,0.24990270750993482,-0.21655230936568182,0.8660815738081866,1.1029743013169806,0.5,0.01,10,100,50
360,14.367088518048892,17.437436554481145,0.39810717692121944,-0.11613248518946073,0.7758175191878439,1.056471715281323,0.5,0.01,10,100,100
361,9.985280436815113,14.268679134362133,0.709261756109824,0.25266037215285053,0.5392014872848331,0.8644880727038109,0.5,0.1,3,1,10
362,2.03210069295688,13.39581959707188,0.9879587360152517,0.3412978999530343,0.1097326933267761,0.8116046451610327,0.5,0.1,3,1,50
363,0.6558668884527546,13.354475743538314,0.9987456664406514,0.3453575631289413,0.035416571818127005,0.8090997694172571,0.5,0.1,3,1,100
364,10.499814331139952,14.927588205540166,0.6785267293267147,0.18204434415109738,0.5669861291718566,0.9044090091595188,0.5,0.1,3,10,10
365,3.462983703126719,14.376454046493977,0.9650310553779665,0.24132804794450102,0.18699985193051216,0.8710177679332948,0.5,0.1,3,10,50
366,2.4847362653481038,14.6735734995657,0.9819971100314377,0.20964491620861236,0.1341748484946499,0.8890191695297619,0.5,0.1,3,10,100
367,14.486714104769968,17.158690698140497,0.38804229307484805,-0.08073386176041808,0.7822772570675642,1.0395835039862926,0.5,0.1,3,100,10
368,11.068737442249537,15.650513312052947,0.6427454230568392,0.10090074007730221,0.597707768849595,0.9482084475065056,0.5,0.1,3,100,50
369,10.855376673086349,15.572049509974219,0.6563855449711326,0.10989340402700509,0.586186365440947,0.9434546072668228,0.5,0.1,3,100,100
370,9.127002759906345,14.800714101098068,0.7570941392103897,0.19588936346803187,0.4928548070066988,0.8967221623958941,0.5,0.1,5,1,10
371,1.1990147753738472,12.676513039471308,0.995807909018544,0.4101384569371542,0.06474635882778254,0.7680244417092764,0.5,0.1,5,1,50
372,0.356900211739315,12.594868470895937,0.9996285714858172,0.41771213342662894,0.019272480748021053,0.7630778902401582,0.5,0.1,5,1,100
373,9.985882090037919,14.805161791079922,0.7092267187621079,0.19540601216938303,0.5392339763385576,0.8969916319735747,0.5,0.1,5,10,10
374,2.9638000751819527,13.402651414292208,0.9743858800352216,0.34062585747847407,0.16004411880721614,0.8120185604538396,0.5,0.1,5,10,50
375,1.9291919272771136,13.699588258675963,0.989147432350669,0.31108522850194664,0.10417565766209977,0.8300088984451031,0.5,0.1,5,10,100
376,14.346959517645058,17.663431235884595,0.3997925585705543,-0.14525082028906966,0.7747305605366589,1.0701639221582222,0.5,0.1,5,100,10
377,10.994671299652717,16.3950071807226,0.6475105444340274,0.013325986698288772,0.5937082242701145,0.9933146597638187,0.5,0.1,5,100,50
378,10.775971682671578,16.29374358250786,0.6613941065629999,0.02547671043330424,0.5818985250342195,0.9871794616819658,0.5,0.1,5,100,100
379,9.102374300699019,14.635682872300764,0.7584032931002058,0.21372141260059774,0.49152487922768895,0.8867235123754204,0.5,0.1,8,1,10
380,1.1532635203934463,12.738928072740478,0.9961217237614194,0.4043155838341015,0.06227580781154606,0.7718059446298003,0.5,0.1,8,1,50
381,0.3315443749729963,12.551481665998713,0.9996794727497468,0.42171695429083345,0.017903274847168932,0.7604492394033717,0.5,0.1,8,1,100
382,9.937879879833329,14.651320541433527,0.7120154984639577,0.21204029759227894,0.5366418745644457,0.8876709426401886,0.5,0.1,8,10,10
383,2.8823127317991157,12.739570676035116,0.9757749975283845,0.4042554848334763,0.15564383210270671,0.7718448776577607,0.5,0.1,8,10,50
384,1.9385113048686518,13.023560124262447,0.9890423277608904,0.377398867573721,0.10467890063957283,0.7890507793711878,0.5,0.1,8,10,100
385,14.330950983352688,17.638187145206597,0.40113125068597644,-0.14197963748218023,0.7738661055467048,1.0686344732798865,0.5,0.1,8,100,10
386,10.959611009054818,16.44064737129747,0.6497550277717807,0.007824962000254065,0.5918149814158301,0.9960798351536616,0.5,0.1,8,100,50
387,10.727725805440322,16.346771354668736,0.6644193127434328,0.01912324237600138,0.5792932653298909,0.9903922241334484,0.5,0.1,8,100,100
388,9.102360011373777,14.635130007580127,0.7584040516388241,0.21378081501930646,0.4915241076093582,0.8866900162856766,0.5,0.1,10,1,10
389,1.1532850457816886,12.738445078712935,0.9961215789858684,0.40436075349977396,0.06227697017462921,0.771776681754655,0.5,0.1,10,1,50
390,0.3317162628317985,12.551822978569533,0.9996791403114446,0.4216855033495248,0.01791255672860419,0.7604699183074076,0.5,0.1,10,1,100
391,9.937879879833329,14.651320541433527,0.7120154984639577,0.21204029759227894,0.5366418745644457,0.8876709426401886,0.5,0.1,10,10,10
392,2.8813695360916873,12.745023270200038,0.9757908495069713,0.40374541297866373,0.1555928998798749,0.7721752307742953,0.5,0.1,10,10,50
393,1.933981810017199,13.059879591806812,0.9890934749833515,0.3739214663437531,0.10443430957615635,0.7912512455953841,0.5,0.1,10,10,100
394,14.330950983352688,17.638187145206597,0.40113125068597644,-0.14197963748218023,0.7738661055467048,1.0686344732798865,0.5,0.1,10,100,10
395,10.959611009054818,16.44064737129747,0.6497550277717807,0.007824962000254065,0.5918149814158301,0.9960798351536616,0.5,0.1,10,100,50
396,10.727725805440322,16.346771354668736,0.6644193127434328,0.01912324237600138,0.5792932653298909,0.9903922241334484,0.5,0.1,10,100,100
397,0.7402237067447884,13.792766289536786,0.9984022544759126,0.30168202290480595,0.039971809117019426,0.8356542210120128,0.5,1.0,3,1,10
398,0.21769550587534023,13.856364973986146,0.9998618087463053,0.295227263035989,0.011755477603856607,0.8395074371106018,0.5,1.0,3,1,50
399,0.21769550587534023,13.856364973986146,0.9998618087463053,0.295227263035989,0.011755477603856607,0.8395074371106018,0.5,1.0,3,1,100
400,2.4668449245056085,17.06439916385188,0.982255436212509,-0.0688886620381155,0.13320872264041497,1.033870718241945,0.5,1.0,3,10,10
401,2.3369940539657015,17.091892190750816,0.9840743618196133,-0.0723356814888767,0.12619682317866282,1.03553642209672,0.5,1.0,3,10,50
402,2.3369940539657015,17.091892190750816,0.9840743618196133,-0.0723356814888767,0.12619682317866282,1.03553642209672,0.5,1.0,3,10,100
403,11.07629783638892,16.685578651361062,0.6422572178094248,-0.021957917240446267,0.5981160273647373,1.0109193425988277,0.5,1.0,3,100,10
404,11.07629783638892,16.685578651361062,0.6422572178094248,-0.021957917240446267,0.5981160273647373,1.0109193425988277,0.5,1.0,3,100,50
405,11.07629783638892,16.685578651361062,0.6422572178094248,-0.021957917240446267,0.5981160273647373,1.0109193425988277,0.5,1.0,3,100,100
406,0.25276557845651576,19.790727929849787,0.9998136980104263,-0.4377189746706722,0.013649248681656035,1.1990491961010907,0.5,1.0,5,1,10
407,0.22430633598054808,19.78382790443222,0.9998532883125338,-0.43671662971895264,0.012112460008854775,1.1986311483183443,0.5,1.0,5,1,50
408,0.22430633598054808,19.78382790443222,0.9998532883125338,-0.43671662971895264,0.012112460008854775,1.1986311483183443,0.5,1.0,5,1,100
409,1.902863615747647,16.186886972358273,0.989441628126822,0.03821691238005587,0.10275393848012807,0.9807054030747177,0.5,1.0,5,10,10
410,1.902863615747647,16.186886972358273,0.989441628126822,0.03821691238005587,0.10275393848012807,0.9807054030747177,0.5,1.0,5,10,50
411,1.902863615747647,16.186886972358273,0.989441628126822,0.03821691238005587,0.10275393848012807,0.9807054030747177,0.5,1.0,5,10,100
412,10.833020447503905,18.12885008788463,0.6577994087533332,-0.20639904015779775,0.5849791374456587,1.0983619804772002,0.5,1.0,5,100,10
413,10.833020447503905,18.12885008788463,0.6577994087533332,-0.20639904015779775,0.5849791374456587,1.0983619804772002,0.5,1.0,5,100,50
414,10.833020447503905,18.12885008788463,0.6577994087533332,-0.20639904015779775,0.5849791374456587,1.0983619804772002,0.5,1.0,5,100,100
415,0.25764871768133357,19.27601064659011,0.9998064302004028,-0.3639070762704575,0.013912936411740507,1.1678643227149537,0.5,1.0,8,1,10
416,0.24811630343686256,19.277145926887123,0.9998204885172374,-0.36406773839674833,0.013398189533016556,1.167933105274762,0.5,1.0,8,1,50
417,0.24811630343686256,19.277145926887123,0.9998204885172374,-0.36406773839674833,0.013398189533016556,1.167933105274762,0.5,1.0,8,1,100
418,2.1626288301667302,16.356706558368515,0.9863621595150904,0.017930569934351492,0.11678116494071092,0.9909941624780887,0.5,1.0,8,10,10
419,2.1626288301667302,16.356706558368515,0.9863621595150904,0.017930569934351492,0.11678116494071092,0.9909941624780887,0.5,1.0,8,10,50
420,2.1626288301667302,16.356706558368515,0.9863621595150904,0.017930569934351492,0.11678116494071092,0.9909941624780887,0.5,1.0,8,10,100
421,10.386296332744282,18.5571473609649,0.6854403242392391,-0.264075169678611,0.5608561988252969,1.124310975521724,0.5,1.0,8,100,10
422,10.386296332744282,18.5571473609649,0.6854403242392391,-0.264075169678611,0.5608561988252969,1.124310975521724,0.5,1.0,8,100,50
423,10.386296332744282,18.5571473609649,0.6854403242392391,-0.264075169678611,0.5608561988252969,1.124310975521724,0.5,1.0,8,100,100
424,0.25764871768133357,19.27601064659011,0.9998064302004028,-0.3639070762704575,0.013912936411740507,1.1678643227149537,0.5,1.0,10,1,10
425,0.24811630343686256,19.277145926887123,0.9998204885172374,-0.36406773839674833,0.013398189533016556,1.167933105274762,0.5,1.0,10,1,50
426,0.24811630343686256,19.277145926887123,0.9998204885172374,-0.36406773839674833,0.013398189533016556,1.167933105274762,0.5,1.0,10,1,100
427,2.1626288301667302,16.356706558368515,0.9863621595150904,0.017930569934351492,0.11678116494071092,0.9909941624780887,0.5,1.0,10,10,10
428,2.1626288301667302,16.356706558368515,0.9863621595150904,0.017930569934351492,0.11678116494071092,0.9909941624780887,0.5,1.0,10,10,50
429,2.1626288301667302,16.356706558368515,0.9863621595150904,0.017930569934351492,0.11678116494071092,0.9909941624780887,0.5,1.0,10,10,100
430,10.386296332744282,18.5571473609649,0.6854403242392391,-0.264075169678611,0.5608561988252969,1.124310975521724,0.5,1.0,10,100,10
431,10.386296332744282,18.5571473609649,0.6854403242392391,-0.264075169678611,0.5608561988252969,1.124310975521724,0.5,1.0,10,100,50
432,10.386296332744282,18.5571473609649,0.6854403242392391,-0.264075169678611,0.5608561988252969,1.124310975521724,0.5,1.0,10,100,100
433,18.38597129542119,19.058056204845016,0.01427723790844615,-0.33323797231928776,0.9928357175744404,1.1546592451105595,0.7,0.001,3,1,10
434,17.884666656302542,18.757947212638378,0.067297094380242,-0.29157933070238373,0.9657654506244041,1.1364767180643798,0.7,0.001,3,1,50
435,17.266383282931926,18.341220331780445,0.13067056609569483,-0.23482929386671336,0.9323783748587829,1.111228731570019,0.7,0.001,3,1,100
436,18.394458687854428,19.062263254941797,0.013366962699394636,-0.3338266596409232,0.9932940336580127,1.15491413518102,0.7,0.001,3,10,10
437,17.923314390024856,18.77243922566265,0.06326170453281266,-0.29357579808604295,0.9678524140937953,1.137354737136151,0.7,0.001,3,10,50
438,17.344357919672426,18.384976573050636,0.12280108874118378,-0.24072813139130145,0.9365889766908515,1.113879765231105,0.7,0.001,3,10,100
439,18.45830888320477,19.129011706338254,0.006505543266203229,-0.34318407308938115,0.9967419208269496,1.1589581843575638,0.7,0.001,3,100,10
440,18.22814480139296,18.99815564096424,0.031127633194157678,-0.32487025627205823,0.9843131446881335,1.1510300848683575,0.7,0.001,3,100,50
441,17.94926699114547,18.83768059097061,0.06054698385334334,-0.30258275790985034,0.9692538450512626,1.1413074773740204,0.7,0.001,3,100,100
442,18.380846965845045,19.05706837917819,0.014826620295736892,-0.3330997659310757,0.9925590056537008,1.154599396297727,0.7,0.001,5,1,10
443,17.85106457197855,18.758485761259195,0.07079856527121098,-0.29165349534785556,0.9639509503749604,1.1365093467930016,0.7,0.001,5,1,50
444,17.20906068198929,18.34684930691318,0.13643315163607683,-0.2355873557488335,0.9292829753976575,1.1115697709765382,0.7,0.001,5,1,100
445,18.392259592253094,19.06359380997411,0.01360285664041172,-0.3340128696086453,0.993175283300782,1.1549947487363939,0.7,0.001,5,10,10
446,17.90439382779659,18.772708630413234,0.0652383769215894,-0.29361292676833095,0.966830710661598,1.1373710594033641,0.7,0.001,5,10,50
447,17.313838542355764,18.385661447704898,0.1258854359239021,-0.24082057198527274,0.9349409414910109,1.113921259329075,0.7,0.001,5,10,100
448,18.453401050030774,19.135225193761098,0.007033788498498339,-0.3440568011658698,0.9964768996326517,1.1593346372665096,0.7,0.001,5,100,10
449,18.205336013627676,19.030126932468853,0.03355080662890508,-0.3293331583733594,0.9830814785006861,1.152967110707569,0.7,0.001,5,100,50
450,17.903581793846392,18.887036352835885,0.06532316515485348,-0.30941737703657335,0.9667868611256292,1.1442977658968725,0.7,0.001,5,100,100
451,18.38001189147459,19.056755878789154,0.014916134598660258,-0.33305604558841817,0.9925139119434749,1.1545804630204073,0.7,0.001,8,1,10
452,17.846661466089508,18.760670850292257,0.07125689846565308,-0.29195443032800084,0.9637131842692342,1.1366417334974115,0.7,0.001,8,1,50
453,17.200520335842995,18.34825496618922,0.13729006415504175,-0.23577669412870206,0.9288217998329702,1.1116549348285654,0.7,0.001,8,1,100
454,18.391484756968637,19.063638301964158,0.013685965429528268,-0.33401909644679306,0.9931334424791423,1.1549974443464335,0.7,0.001,8,10,10
455,17.9012089546086,18.773231035006756,0.06557090227517759,-0.2936849247683402,0.9666587286756493,1.1374027100232968,0.7,0.001,8,10,50
456,17.30658243109166,18.385488198654556,0.12661795326067515,-0.24079718746103262,0.9345491141397145,1.113910762790733,0.7,0.001,8,10,100
457,18.453107984913313,19.134821993114738,0.007065327557108758,-0.3440001601955116,0.9964610742236203,1.1593102087860314,0.7,0.001,8,100,10
458,18.203687214450206,19.03674734171457,0.03372585513948223,-0.33025824525383274,0.9829924439488423,1.1533682175497262,0.7,0.001,8,100,50
459,17.900093830604185,18.905235322021756,0.06568731584981768,-0.31194202166602714,0.9665985123877351,1.1454003761419091,0.7,0.001,8,100,100
460,18.38001189147459,19.056755878789154,0.014916134598660258,-0.33305604558841817,0.9925139119434749,1.1545804630204073,0.7,0.001,10,1,10
461,17.84666041725562,18.76066135286151,0.07125700762861442,-0.2919531222463525,0.9637131276325883,1.1366411580821594,0.7,0.001,10,1,50
462,17.20051696753897,18.34821981895393,0.13729040203657195,-0.23577195971742237,0.9288216179457862,1.1116528053836874,0.7,0.001,10,1,100
463,18.39145987885341,19.06363852879685,0.013688633796756666,-0.3340191281930045,0.9931320990700296,1.1549974580894125,0.7,0.001,10,10,10
464,17.901037147785363,18.773235232293292,0.06558883855253494,-0.2936855032480823,0.9666494511701049,1.1374029643218282,0.7,0.001,10,10,50
465,17.30624420152183,18.38550318310571,0.12665209064724936,-0.24079920999883186,0.9345308498667931,1.113911670644864,0.7,0.001,10,10,100
466,18.453107984913313,19.134821993114738,0.007065327557108758,-0.3440001601955116,0.9964610742236203,1.1593102087860314,0.7,0.001,10,100,10
467,18.203687214450206,19.03674734171457,0.03372585513948223,-0.33025824525383274,0.9829924439488423,1.1533682175497262,0.7,0.001,10,100,50
468,17.900093830604185,18.905235322021756,0.06568731584981768,-0.31194202166602714,0.9665985123877351,1.1454003761419091,0.7,0.001,10,100,100
469,17.23857746315524,18.14861655211927,0.13346825146083618,-0.20903122515847294,0.9308768707724797,1.099559559623067,0.7,0.01,3,1,10
470,13.242593096065553,15.872560442420472,0.48863888617739637,0.07520718551732286,0.7150951781564491,0.9616614864299585,0.7,0.01,3,1,50
471,9.768295260954119,14.387132639017368,0.721760242315676,0.2402005713835983,0.5274843672416502,0.8716647455394773,0.7,0.01,3,1,100
472,17.322012583246703,18.206278853697725,0.12505988417835068,-0.216726166973513,0.9353823367060388,1.1030531115832605,0.7,0.01,3,10,10
473,13.58704397408134,16.11014296725661,0.46169106083769773,0.04731515500426997,0.7336953994419635,0.9760557591632405,0.7,0.01,3,10,50
474,10.32015824094088,14.175055422788022,0.68943368948886,0.2624355110875338,0.5572847660856523,0.8588157479415862,0.7,0.01,3,10,100
475,17.93905649558371,18.863315007063257,0.06161550130950344,-0.3061302931321659,0.9687024820296976,1.1428605746687415,0.7,0.01,3,100,10
476,16.069206935592682,17.965338392442707,0.24704240753633033,-0.18473514370594168,0.8677312904716931,1.0884553935306407,0.7,0.01,3,100,50
477,14.443461576837231,17.01622562675645,0.3916910438144565,-0.06286214275224489,0.7799416363969445,1.0309520564760735,0.7,0.01,3,100,100
478,17.187983881261772,18.1492683509683,0.13854716363662212,-0.2091180702697648,0.928144835876049,1.099599049776674,0.7,0.01,5,1,10
479,12.965532398157492,15.939898476438403,0.5098123793547341,0.0673438258760144,0.7001340019205365,0.965741256302114,0.7,0.01,5,1,50
480,9.323773272093982,14.663462338538823,0.7465075446017828,0.21073376538225186,0.5034803426135098,0.888406570562008,0.7,0.01,5,1,100
481,17.30131127650429,18.21860370415709,0.1271498931407088,-0.21837406482063226,0.9342644737221315,1.103799830051007,0.7,0.01,5,10,10
482,13.421224510724171,16.047645978374685,0.47475017977621314,0.05469242607743385,0.7247412091386738,0.9722692908461966,0.7,0.01,5,10,50
483,10.060498145664468,14.142707517725864,0.7048650781193002,0.2657979590293713,0.5432632160202822,0.8568559044382135,0.7,0.01,5,10,100
484,17.89104652592543,18.898495762055095,0.06663154277752803,-0.3110067954450362,0.9661099612479275,1.1449920503850828,0.7,0.01,5,100,10
485,15.937753622992076,18.088478426285928,0.2593110807608313,-0.20103189298406576,0.8606328597254284,1.0959160063545317,0.7,0.01,5,100,50
486,14.279981350823514,17.20386803953338,0.4053835628870208,-0.08643231032630605,0.7711137640536442,1.0423206370049025,0.7,0.01,5,100,100
487,17.179865987169194,18.14553261485559,0.1393607007562302,-0.20862036633131287,0.9277064725675734,1.099372714929433,0.7,0.01,8,1,10
488,12.91763228919325,15.969012231824367,0.5134276058134091,0.06393377644019904,0.697547413576017,0.9675051542807412,0.7,0.01,8,1,50
489,9.239299248654072,14.6123380074163,0.7510800546757174,0.2162277429690891,0.498918776279549,0.8853091307734892,0.7,0.01,8,1,100
490,17.29246225991401,18.22224604381517,0.12804252950905926,-0.21886127842401848,0.9337866300664948,1.1040205063421686,0.7,0.01,8,10,10
491,13.390681847626864,16.088998293302655,0.4771380802703682,0.04981432472132863,0.7230919165152049,0.9747746792354997,0.7,0.01,8,10,50
492,10.014039803039308,14.275915542812509,0.7075845896235579,0.2519021483391568,0.5407544825301426,0.8649265007275723,0.7,0.01,8,10,100
493,17.889267128858776,18.870787712426893,0.066817194354858,-0.30716534557347774,0.9660138744578889,1.1433133190746434,0.7,0.01,8,100,10
494,15.920260317224969,18.14272607081968,0.2609361512924151,-0.20824652401637134,0.8596882276195161,1.0992026764961826,0.7,0.01,8,100,50
495,14.244997209025053,17.32763449849108,0.4082934636681007,-0.10212035831328903,0.7692246332066461,1.0498192026788655,0.7,0.01,8,100,100
496,17.179865987169194,18.14553261485559,0.1393607007562302,-0.20862036633131287,0.9277064725675734,1.099372714929433,0.7,0.01,10,1,10
497,12.91677503025408,15.970868262800463,0.5134921849381922,0.06371617138787089,0.6975011219072037,0.9676176045381404,0.7,0.01,10,1,50
498,9.238275304000076,14.584926683593208,0.7511352246874003,0.21916554579888214,0.49886348364317035,0.8836483770149287,0.7,0.01,10,1,100
499,17.291156294168204,18.2248984801166,0.12817422892476915,-0.21921613996944078,0.9337161083944256,1.104181207940726,0.7,0.01,10,10,10
500,13.38805873522924,16.092445561863606,0.4773429079654503,0.049407102834801875,0.7229502694062364,0.9749835368688017,0.7,0.01,10,10,50
501,10.009229152064817,14.316054461425015,0.7078654693927124,0.24768945142020105,0.5404947091390327,0.8673583737877896,0.7,0.01,10,10,100
502,17.889267128858776,18.870787712426893,0.066817194354858,-0.30716534557347774,0.9660138744578889,1.1433133190746434,0.7,0.01,10,100,10
503,15.920260317224969,18.14272607081968,0.2609361512924151,-0.20824652401637134,0.8596882276195161,1.0992026764961826,0.7,0.01,10,100,50
504,14.244997209025053,17.32763449849108,0.4082934636681007,-0.10212035831328903,0.7692246332066461,1.0498192026788655,0.7,0.01,10,100,100
505,9.6483416470828,12.851886629385493,0.7285517934635695,0.3937046473662673,0.5210069160159302,0.7786496982814112,0.7,0.1,3,1,10
506,2.065384756564568,12.155907970982433,0.9875610545107656,0.4575930138042177,0.11153002057398888,0.7364828485414866,0.7,0.1,3,1,50
507,0.713076056755758,12.394343141443603,0.9985172998270397,0.43610596734684315,0.038505845958247874,0.7509287800138951,0.7,0.1,3,1,100
508,9.9747022294225,12.654750791602936,0.7098774344383654,0.4121619936043016,0.5386302679590468,0.7667059451939175,0.7,0.1,3,10,10
509,3.1425264984385417,11.43875843120096,0.9712035118714147,0.5197048020398727,0.16969528021894204,0.6930333310600055,0.7,0.1,3,10,50
510,1.9975318279631928,11.853435548043066,0.9883649287891519,0.4842503370507091,0.10786598727517421,0.7181571297072047,0.7,0.1,3,10,100
511,14.434098899828097,17.195879100088458,0.3924794357501671,-0.08542353408049053,0.7794360552667762,1.0418366158282644,0.7,0.1,3,100,10
512,11.00825908379849,15.687841941358464,0.6466387566210725,0.09660667412831148,0.5944419596385568,0.9504700552209358,0.7,0.1,3,100,50
513,10.821568694571411,15.562796291248128,0.6585225173882936,0.1109509274975985,0.5843607469805843,0.942893987944775,0.7,0.1,3,100,100
514,9.153589502206417,12.885793171135937,0.755676920041196,0.39050130499725844,0.4942904813556538,0.7807039739893359,0.7,0.1,5,1,10
515,1.2115512863512587,11.267373145305072,0.9957197884373316,0.5339893713639854,0.06542332583007728,0.6826497115182972,0.7,0.1,5,1,50
516,0.341031910466744,11.315886610732779,0.9996608657396292,0.5299677665149587,0.018415598289787043,0.6855889683221581,0.7,0.1,5,1,100
517,9.797692178214438,12.760275525975555,0.7200830410161874,0.4023174565271368,0.5290717900094587,0.7730993102266118,0.7,0.1,5,10,10
518,2.8990913041338784,11.231158093458845,0.9754921385583558,0.5369802152600525,0.15654986886498576,0.6804555714666075,0.7,0.1,5,10,50
519,1.9510133012608015,11.270923159189028,0.9889005338692128,0.5336956729486233,0.10535400386690161,0.6828647941220698,0.7,0.1,5,10,100
520,14.190465630207173,16.810152688035902,0.412815041418372,-0.037274697068816476,0.7662799479182709,1.0184668365090817,0.7,0.1,5,100,10
521,10.851015989941326,15.637990555954568,0.6566615543349257,0.10233899273929081,0.5859508901478641,0.9474497386461769,0.7,0.1,5,100,50
522,10.734378253194212,15.595128601230643,0.6640029849560182,0.10725302268699721,0.5796524950726788,0.9448528865982273,0.7,0.1,5,100,100
523,9.038734454546052,13.29105620429756,0.7617697617758639,0.35156050833621755,0.4880883508383869,0.8052574070840841,0.7,0.1,8,1,10
524,1.1637911966623944,11.53297753687802,0.9960505941491653,0.511759996692607,0.06284429847515738,0.6987417286146528,0.7,0.1,8,1,50
525,0.3238083909999511,11.41307326325858,0.999694256081665,0.5218593387295317,0.017485534545304354,0.6914771588928069,0.7,0.1,8,1,100
526,9.785162739029978,12.911687723724404,0.7207985074583498,0.3880492162818937,0.5283952048813938,0.7822728320209683,0.7,0.1,8,10,10
527,2.8220448277216867,11.235490781972825,0.9767774746228534,0.5366229043859765,0.152389387350782,0.6807180735179752,0.7,0.1,8,10,50
528,1.9710215323457478,11.201130868841068,0.9886717097649541,0.5394527320591512,0.10643444101908867,0.6786363296647541,0.7,0.1,8,10,100
529,14.177320302140428,16.984822850687728,0.41390241430566477,-0.05894282188929001,0.7655701050160824,1.0290494749472883,0.7,0.1,8,100,10
530,10.878642124781623,15.949100200300828,0.6549110844224724,0.06626671466472778,0.5874426913133975,0.966298755735136,0.7,0.1,8,100,50
531,10.748886496698978,15.906923384170327,0.6630941254657781,0.0711986324028352,0.5804359349094627,0.9637434137762835,0.7,0.1,8,100,100
532,9.034901628269063,13.029910846805082,0.7619717594172628,0.3767915173481027,0.4878813796228928,0.7894355468636418,0.7,0.1,10,1,10
533,1.151300800632815,11.430395006968673,0.9961349132743709,0.5204068789379641,0.062169821663159694,0.692526621193753,0.7,0.1,10,1,50
534,0.3192979699068406,11.286769815129533,0.9997027143512787,0.5323835250851205,0.017241973457854137,0.6838248861476741,0.7,0.1,10,1,100
535,9.782878942808011,12.91417131200689,0.7209288200387963,0.38781377378980153,0.5282718807216638,0.7824233037238848,0.7,0.1,10,10,10
536,2.844214119653665,11.094979067826193,0.9764111805679169,0.548140474389525,0.15358652099739467,0.6722049729141216,0.7,0.1,10,10,50
537,1.9647099831027959,11.20631354905174,0.9887441438650915,0.5390264498501607,0.10609361967106484,0.6789503296632525,0.7,0.1,10,10,100
538,14.177320302140428,16.984822850687728,0.41390241430566477,-0.05894282188929001,0.7655701050160824,1.0290494749472883,0.7,0.1,10,100,10
